nome,data_nascimento,altura,posicao,id_time
Diego Lucas,1983-01-02,1.67,lateral-esquerdo,3
Otávio Nathan,1996-11-27,1.8,atacante,15
Willian Felipe,1986-03-13,2.09,zagueiro,20
Marcelo Felipe,1982-02-15,1.51,lateral-esquerdo,12
Henrique Nathan,1993-04-11,1.89,volante,11
Marcelo Samuel,2004-06-06,1.68,lateral-direito,15
Eduardo Samuel,1993-05-08,1.73,lateral-esquerdo,14
Carlos Otávio,1995-08-22,1.6,lateral-esquerdo,2
Igor Bruno,2014-05-27,1.68,goleiro,18
Victor Willian,1961-06-28,1.77,zagueiro,9
João Marcelo,1968-09-11,1.89,zagueiro,17
Felipe Samuel,1970-02-20,1.75,volante,14
Diego Otávio,1995-03-17,1.59,volante,17
Carlos Carlos,2010-06-11,2.06,lateral-esquerdo,1
Felipe Samuel,1993-12-11,2.08,lateral-direito,2
Bruno André,2015-09-04,1.7,volante,5
Victor Samuel,1976-02-09,1.7,volante,6
Igor Otávio,1988-07-17,2.0,volante,20
Carlos Willian,1983-07-22,2.02,zagueiro,7
Henrique Felipe,1961-08-18,1.59,atacante,20
Nathan Thiago,1995-11-06,1.94,meio-campista,16
Marcelo Rafael,2002-03-19,1.65,lateral-direito,18
Paulo Victor,1950-09-07,1.56,atacante,19
Rafael Willian,2015-06-14,1.85,lateral-direito,4
André Willian,2014-06-05,1.93,lateral-esquerdo,18
Willian Bruno,2015-10-05,1.81,meio-campista,19
Diego Diego,1974-04-12,1.69,meio-campista,1
Carlos Nathan,1977-12-06,2.08,volante,14
Gustavo Henrique,1971-07-18,1.66,volante,9
André Bruno,2013-03-15,1.98,volante,8
Rafael Lucas,1955-07-02,1.84,volante,13
Paulo Eduardo,1991-03-02,2.09,lateral-direito,12
Bruno Lucas,1957-10-28,1.53,volante,18
Carlos Bruno,1983-04-23,1.91,goleiro,8
Carlos Carlos,1995-07-21,2.03,meio-campista,9
Igor Felipe,1997-02-23,1.81,goleiro,18
Carlos Gustavo,2002-09-17,1.92,volante,5
Henrique Bruno,1967-10-23,2.02,lateral-direito,6
Marcelo Felipe,2001-03-05,1.55,volante,14
Nathan André,1990-07-11,1.89,volante,3
Henrique Rafael,1964-10-06,1.75,meio-campista,5
Bruno André,1962-01-07,1.84,lateral-direito,8
Otávio Samuel,1983-02-24,1.79,meio-campista,17
Eduardo Eduardo,1959-04-12,1.57,zagueiro,1
Paulo Marcelo,2007-08-12,1.73,meio-campista,20
Marcelo Henrique,2006-05-19,1.93,atacante,13
Bruno Willian,1983-10-26,1.71,lateral-esquerdo,2
Victor Samuel,1958-03-13,1.74,volante,11
Diego Paulo,2006-10-20,1.64,lateral-direito,1
Victor Thiago,1986-04-14,1.64,zagueiro,11
Thiago Henrique,1993-11-12,1.97,volante,20
Rafael Nathan,1984-01-04,1.84,meio-campista,4
Henrique Nathan,1977-03-15,1.79,lateral-esquerdo,14
Otávio Victor,1989-05-16,1.69,volante,4
Henrique Marcelo,1959-02-27,1.77,zagueiro,10
Thiago Eduardo,2004-03-14,1.84,lateral-direito,3
Diego Samuel,2006-01-17,1.7,goleiro,2
Thiago Victor,1980-11-24,1.82,volante,15
Igor Henrique,1973-10-07,1.52,lateral-esquerdo,14
Victor Diego,1991-08-12,1.53,goleiro,15
Rafael Victor,2011-09-13,1.52,atacante,9
Thiago Diego,1965-10-05,1.59,volante,6
João Diego,2004-07-24,1.57,lateral-direito,12
Thiago Bruno,1979-07-03,1.56,atacante,17
Gustavo Nathan,2001-03-10,1.88,goleiro,16
Igor André,1965-10-18,1.94,zagueiro,11
Carlos Victor,1971-07-28,1.66,meio-campista,2
Nathan Thiago,1962-04-07,1.72,atacante,10
Igor Gustavo,1971-09-06,1.63,lateral-esquerdo,4
Eduardo Otávio,2015-03-08,1.75,atacante,5
Thiago Igor,1983-04-23,1.82,volante,16
Nathan Nathan,1988-07-20,1.9,lateral-direito,4
Rafael Gustavo,1972-05-04,1.68,zagueiro,3
Bruno Rafael,1967-07-07,1.79,atacante,20
Diego André,2000-03-17,1.85,volante,11
Eduardo Thiago,1995-09-06,1.94,meio-campista,14
Rafael Samuel,1989-06-07,2.02,zagueiro,6
Marcelo Paulo,2003-06-21,1.93,goleiro,10
Thiago Bruno,1991-06-14,1.9,lateral-esquerdo,18
Lucas Henrique,1981-07-21,2.01,zagueiro,9
Eduardo João,2016-03-05,1.95,volante,2
Henrique Diego,1993-03-05,2.06,meio-campista,18
Willian Victor,2009-11-08,1.64,lateral-esquerdo,12
Willian André,2012-08-15,1.51,meio-campista,3
André Henrique,1975-03-17,1.6,lateral-esquerdo,11
Willian Paulo,1990-06-26,1.65,volante,19
Thiago Bruno,1970-02-03,1.53,lateral-direito,18
Samuel Marcelo,2017-02-21,1.85,lateral-direito,8
Paulo Carlos,2007-01-25,2.04,lateral-direito,13
Rafael Diego,1990-01-01,1.54,lateral-esquerdo,18
André João,1997-02-20,1.76,meio-campista,15
Felipe Igor,2007-10-26,1.71,lateral-direito,16
Rafael Otávio,1973-12-19,1.74,atacante,11
Eduardo Willian,1987-10-22,2.01,volante,14
Otávio Rafael,1981-01-04,1.84,volante,7
Willian Felipe,1994-10-28,1.58,lateral-direito,13
Carlos Thiago,1993-12-20,1.65,lateral-direito,17
Rafael Felipe,1984-01-24,1.78,zagueiro,19
Gustavo Thiago,1998-10-03,1.59,volante,3
Samuel Nathan,1978-12-21,1.61,zagueiro,5
Otávio Igor,1955-06-28,1.81,goleiro,3
Bruno André,1985-11-01,1.66,volante,15
Igor Paulo,2008-08-23,1.98,atacante,16
Marcelo Victor,1985-01-01,2.03,lateral-esquerdo,12
Willian Felipe,1987-10-06,1.69,lateral-direito,9
Carlos Henrique,1981-12-07,1.93,atacante,17
Bruno Lucas,2018-11-23,1.97,lateral-direito,11
Marcelo Lucas,1971-12-05,1.51,zagueiro,3
Felipe Gustavo,1967-11-26,1.68,meio-campista,2
Marcelo Eduardo,1994-09-20,1.98,zagueiro,9
Willian Marcelo,1979-12-27,1.97,goleiro,14
André Gustavo,1974-10-11,1.7,volante,12
Thiago João,1972-02-23,2.02,zagueiro,17
Thiago Rafael,2000-06-23,1.6,meio-campista,13
Willian Otávio,2005-12-26,1.91,goleiro,13
Igor Nathan,1958-11-26,1.55,atacante,16
Diego Diego,1971-07-03,1.74,lateral-direito,9
Otávio André,1970-06-21,1.56,volante,18
Igor Diego,1961-10-11,1.65,meio-campista,9
Otávio Marcelo,1984-03-03,1.66,meio-campista,16
Thiago Eduardo,1981-03-03,1.88,lateral-direito,7
Samuel Marcelo,1996-04-18,2.08,lateral-direito,15
Samuel Willian,2020-01-05,1.7,lateral-direito,20
Eduardo Willian,2019-12-18,1.55,meio-campista,4
Willian Thiago,1988-10-23,1.75,goleiro,8
Igor Thiago,1970-03-15,1.74,lateral-esquerdo,7
Bruno André,1957-04-28,1.78,lateral-esquerdo,11
Paulo Diego,1962-10-12,1.93,goleiro,1
Marcelo Marcelo,1976-10-28,2.07,lateral-esquerdo,10
Henrique Bruno,1993-10-08,1.57,lateral-esquerdo,8
Carlos Paulo,1998-09-24,1.86,atacante,11
Diego Igor,2011-08-03,1.69,volante,13
Thiago Willian,1965-11-10,1.74,lateral-esquerdo,20
André Lucas,2011-08-27,2.08,lateral-esquerdo,6
Carlos Diego,1969-07-27,1.56,atacante,18
Diego Marcelo,1970-05-09,1.91,atacante,1
Willian Carlos,1997-03-06,1.96,atacante,2
André Rafael,1991-05-06,1.61,volante,17
Rafael João,1966-03-19,1.79,lateral-direito,12
Lucas Lucas,1972-09-10,1.68,lateral-direito,20
Igor João,1974-05-08,1.89,zagueiro,5
Carlos Victor,2015-03-05,1.91,goleiro,7
Gustavo Eduardo,1999-07-15,1.86,lateral-esquerdo,1
Nathan Otávio,1962-10-19,1.88,volante,9
Marcelo Igor,2001-05-10,1.53,meio-campista,14
Diego Igor,1998-07-21,2.08,atacante,2
Thiago Nathan,2014-05-18,1.62,volante,7
Igor André,1959-11-04,2.08,volante,6
Felipe Carlos,2003-10-26,1.98,meio-campista,12
Victor Marcelo,1992-08-10,2.04,volante,17
Diego Samuel,2017-01-02,1.97,lateral-direito,19
Willian Henrique,2010-02-10,1.92,atacante,12
Rafael Otávio,1963-10-28,1.9,goleiro,4
Thiago Eduardo,2016-06-25,1.98,meio-campista,19
Bruno Paulo,1979-12-24,1.64,goleiro,5
Igor Nathan,2009-10-03,1.67,volante,12
Rafael Rafael,2020-02-13,1.57,volante,11
Rafael Willian,2006-07-21,2.06,atacante,9
Willian Victor,1957-09-03,1.58,lateral-esquerdo,17
João Samuel,1965-07-27,1.87,atacante,17
Carlos Eduardo,1982-04-20,2.07,lateral-esquerdo,17
Willian Marcelo,1965-10-18,1.91,lateral-direito,17
João Thiago,2001-09-19,2.04,atacante,6
Willian Bruno,1974-05-10,2.02,goleiro,6
Victor Henrique,1950-04-01,1.73,goleiro,17
Victor Lucas,1975-03-22,1.94,atacante,16
Willian Eduardo,1954-02-03,1.67,lateral-esquerdo,7
Otávio Marcelo,1999-04-20,1.99,lateral-esquerdo,16
Diego André,1995-09-18,2.0,zagueiro,10
Thiago Diego,1954-06-06,1.57,goleiro,5
Willian Willian,2007-04-20,1.57,meio-campista,13
André André,1953-05-23,1.66,zagueiro,18
Samuel André,1973-12-07,1.76,zagueiro,4
Lucas Eduardo,1971-04-05,2.06,zagueiro,20
Lucas André,2010-09-24,1.92,lateral-esquerdo,19
André Nathan,2002-04-27,1.97,meio-campista,12
Samuel Lucas,1954-10-17,1.73,meio-campista,14
Eduardo Eduardo,1974-03-14,1.53,atacante,3
Bruno João,2012-07-28,1.9,goleiro,15
Felipe Henrique,1971-07-11,1.63,atacante,1
Bruno João,1982-05-24,2.03,meio-campista,13
João Bruno,1952-05-08,1.76,zagueiro,5
Victor Gustavo,1996-04-08,1.54,meio-campista,17
Diego João,2007-08-16,1.79,lateral-direito,11
Felipe Lucas,1956-01-18,2.05,meio-campista,14
Igor Eduardo,2011-07-01,2.02,lateral-direito,19
André Willian,1999-03-21,1.96,goleiro,8
Samuel João,1963-10-18,1.72,lateral-direito,5
Henrique Marcelo,2015-07-21,1.6,goleiro,4
Thiago Bruno,1965-05-07,1.5,zagueiro,7
Carlos Eduardo,1992-02-07,1.69,lateral-direito,18
Gustavo Thiago,1974-05-27,1.88,zagueiro,16
Diego Lucas,1957-09-27,1.88,atacante,8
Lucas Nathan,1992-12-01,2.04,lateral-esquerdo,4
Rafael Victor,1978-08-22,1.74,goleiro,14
Marcelo João,1982-04-24,1.97,atacante,16
Lucas Bruno,1966-05-01,1.66,volante,15
Lucas Eduardo,1960-01-05,1.6,atacante,8
Otávio Lucas,2017-07-24,1.57,volante,19
Otávio Paulo,1988-08-23,1.87,meio-campista,2
Nathan Carlos,1965-03-08,1.54,atacante,17
Paulo Gustavo,1979-08-13,1.65,goleiro,5
André André,1999-03-26,1.84,goleiro,12
Gustavo Marcelo,1955-09-10,1.7,lateral-esquerdo,13
Carlos Carlos,1989-03-12,1.69,lateral-direito,14
Lucas Eduardo,2008-09-28,2.05,lateral-esquerdo,6
Paulo Otávio,1994-11-16,1.8,meio-campista,17
João Igor,1960-01-16,1.98,goleiro,10
Marcelo Paulo,1976-02-24,1.85,lateral-direito,9
Victor Marcelo,1966-12-16,1.62,goleiro,6
Eduardo Henrique,1959-05-28,1.82,zagueiro,7
Eduardo Marcelo,1952-08-03,1.99,volante,15
Willian Lucas,1951-12-23,1.69,meio-campista,4
Otávio Carlos,2003-04-05,1.69,zagueiro,19
Igor Carlos,1990-11-22,2.01,atacante,11
Felipe Rafael,2013-09-07,1.7,volante,17
Thiago Bruno,2020-09-12,2.03,atacante,10
Bruno Igor,1993-11-07,1.69,meio-campista,4
Bruno Thiago,2007-12-23,1.89,meio-campista,9
Gustavo Felipe,1962-10-12,1.5,zagueiro,14
Bruno Bruno,2010-04-10,1.95,atacante,7
Otávio Marcelo,1988-01-14,2.06,goleiro,7
Bruno Felipe,2014-10-05,1.58,zagueiro,14
Paulo Otávio,1963-06-02,1.55,volante,5
João Willian,1950-05-01,1.95,volante,15
Igor Gustavo,1983-02-24,1.52,volante,3
Victor Lucas,1953-11-17,1.62,atacante,1
Marcelo Eduardo,1971-02-17,1.6,zagueiro,7
Diego Diego,2013-06-26,1.52,lateral-esquerdo,7
Henrique Lucas,1973-05-19,1.86,goleiro,15
Willian Samuel,2004-01-01,1.83,meio-campista,6
Paulo Lucas,2012-02-25,1.69,goleiro,20
Nathan Henrique,1954-12-02,2.07,goleiro,18
Victor Marcelo,1958-04-23,1.91,volante,14
Victor João,1981-09-11,2.08,meio-campista,3
João Diego,1970-05-13,1.87,meio-campista,14
João Marcelo,1998-03-07,1.73,lateral-esquerdo,7
Bruno Carlos,2002-02-23,1.89,zagueiro,15
Otávio Lucas,1988-07-20,1.63,goleiro,4
Marcelo Felipe,1956-10-09,1.62,volante,8
Nathan Samuel,2016-01-21,1.69,meio-campista,20
Bruno Diego,1973-08-09,1.82,atacante,3
Willian João,1992-03-19,1.54,volante,11
Victor Otávio,1951-05-23,1.7,zagueiro,3
Marcelo Paulo,2015-02-28,1.57,volante,3
Lucas Carlos,1962-08-27,1.84,atacante,3
Marcelo Nathan,1955-06-21,2.05,atacante,18
Marcelo Diego,1999-06-04,1.91,zagueiro,12
Felipe Felipe,1992-06-13,2.03,zagueiro,11
Nathan Otávio,1996-07-02,1.88,lateral-esquerdo,20
Paulo Marcelo,1983-12-08,1.67,atacante,3
Eduardo Rafael,1952-01-15,1.52,atacante,16
Felipe Rafael,2018-09-04,1.61,volante,14
Carlos Bruno,1983-03-23,2.1,meio-campista,8
Igor Igor,1983-07-27,1.88,atacante,16
Igor Nathan,2006-11-22,1.52,meio-campista,6
Paulo Felipe,1969-01-04,1.81,meio-campista,6
Felipe Rafael,1952-07-24,1.78,lateral-esquerdo,12
Igor Rafael,2008-09-25,1.75,lateral-esquerdo,4
Gustavo Victor,1977-05-20,2.06,meio-campista,4
Marcelo Felipe,1950-01-23,1.65,lateral-esquerdo,20
Rafael Igor,1988-09-10,2.06,meio-campista,9
Diego Victor,1982-04-27,1.73,lateral-esquerdo,16
Igor Eduardo,2014-03-09,2.0,atacante,15
João Felipe,2012-08-12,1.82,goleiro,10
Nathan Felipe,1954-04-21,2.05,volante,12
Gustavo Marcelo,1998-06-27,1.85,volante,1
João Eduardo,2002-07-05,1.77,volante,7
Bruno Bruno,1983-08-12,1.92,zagueiro,5
Otávio Rafael,2017-04-07,1.89,meio-campista,15
Otávio Willian,1960-04-18,1.59,lateral-direito,7
Nathan Samuel,1988-01-07,1.62,lateral-direito,14
Marcelo Thiago,1972-05-02,1.75,zagueiro,7
Eduardo Diego,1950-09-09,1.69,lateral-direito,19
Igor João,1951-11-13,1.95,goleiro,1
Nathan Henrique,2020-02-24,1.87,meio-campista,13
Otávio Thiago,2015-07-19,1.89,atacante,8
Igor Otávio,1990-09-10,1.68,meio-campista,18
Lucas Felipe,2004-02-14,1.97,zagueiro,4
Diego João,1987-10-22,1.68,volante,5
Marcelo Nathan,2006-09-22,2.07,zagueiro,7
Willian Marcelo,1988-03-09,1.85,volante,1
Rafael Willian,2010-11-20,2.05,meio-campista,10
Diego Lucas,1953-09-14,1.65,goleiro,19
Henrique Henrique,1984-02-23,1.52,atacante,5
Igor Henrique,1991-05-26,1.66,lateral-direito,6
Lucas Henrique,1973-01-04,1.59,goleiro,5
Lucas Eduardo,1983-08-16,1.55,lateral-direito,4
Nathan Marcelo,1971-05-15,2.06,lateral-direito,17
André Samuel,1951-11-14,1.61,lateral-esquerdo,2
Victor Felipe,1955-05-16,1.64,volante,2
Nathan Rafael,1969-10-07,1.96,meio-campista,13
Marcelo Willian,2020-08-25,1.91,volante,2
Igor João,1993-08-28,1.95,lateral-direito,11
Otávio Otávio,1975-12-19,2.09,lateral-esquerdo,13
Gustavo Marcelo,2013-05-14,1.88,atacante,8
Diego Carlos,1956-11-10,1.85,goleiro,19
Carlos Samuel,1952-10-19,1.66,goleiro,16
Victor Willian,1986-07-22,1.99,zagueiro,15
Rafael Diego,1986-09-18,1.95,zagueiro,18
Willian João,1997-10-26,1.58,lateral-esquerdo,20
Nathan Samuel,1954-06-05,1.9,lateral-esquerdo,13
Diego Igor,1986-03-08,1.91,atacante,13
Bruno Gustavo,1958-01-07,2.01,zagueiro,1
Paulo Felipe,2012-09-20,2.01,volante,2
Henrique Bruno,1984-05-23,1.81,atacante,6
Nathan Gustavo,1999-11-06,1.99,lateral-direito,20
Lucas Victor,1963-12-18,1.63,lateral-esquerdo,13
Carlos Carlos,1959-01-07,1.89,lateral-direito,20
João Bruno,2005-11-02,1.7,lateral-direito,4
André Victor,1996-10-23,2.02,meio-campista,15
Samuel Thiago,1996-03-01,1.97,zagueiro,18
Paulo Igor,1968-07-16,1.61,atacante,18
Igor João,2001-11-08,1.69,zagueiro,15
André Bruno,1965-12-13,1.68,meio-campista,2
Carlos Carlos,1996-01-25,1.87,meio-campista,4
João Eduardo,2010-05-28,2.08,atacante,19
Willian Bruno,1959-09-08,1.57,lateral-esquerdo,10
Willian Henrique,2001-03-02,1.53,goleiro,5
Lucas João,1972-09-04,2.07,meio-campista,10
Gustavo Igor,1999-11-16,1.56,meio-campista,16
Nathan Thiago,1955-09-10,1.66,volante,9
Nathan Eduardo,1975-09-12,2.0,volante,1
Marcelo André,2018-05-16,1.6,meio-campista,3
Victor Diego,1991-08-01,1.59,lateral-direito,16
Willian Carlos,1991-12-07,1.7,goleiro,17
Gustavo Willian,2007-01-16,1.9,lateral-esquerdo,17
João Nathan,1982-09-14,1.98,atacante,13
Victor Samuel,1965-02-12,1.74,lateral-direito,10
Paulo Thiago,2017-02-09,2.05,lateral-direito,4
Rafael Victor,1979-10-18,1.94,volante,1
Otávio Diego,1986-10-10,1.9,atacante,16
Henrique João,1978-09-26,1.93,lateral-esquerdo,9
Igor Willian,1995-11-22,1.8,volante,9
Paulo Henrique,1997-02-05,1.59,volante,11
João Eduardo,1950-03-17,1.61,lateral-esquerdo,19
Nathan Henrique,1966-04-19,1.52,lateral-direito,7
Henrique João,1953-05-23,1.7,atacante,1
Rafael Diego,1995-07-07,1.86,zagueiro,12
Bruno Samuel,2000-08-09,1.84,volante,6
Nathan Igor,1964-08-19,1.5,zagueiro,8
Gustavo André,1974-05-21,1.95,goleiro,10
Willian Felipe,1972-07-06,1.98,zagueiro,4
João André,2008-12-16,1.72,volante,13
João Paulo,2019-04-25,2.06,goleiro,10
Victor Carlos,2001-12-23,1.85,goleiro,17
Otávio Willian,1961-04-11,2.04,volante,8
Henrique Nathan,1964-04-17,2.04,atacante,13
Lucas Bruno,1964-11-03,1.72,goleiro,12
Thiago Igor,1964-11-13,1.69,lateral-direito,2
Eduardo Victor,2018-11-02,1.87,zagueiro,18
Henrique Eduardo,1966-09-05,1.79,lateral-direito,14
Victor Igor,1971-08-26,1.6,meio-campista,10
Otávio Samuel,2007-12-21,1.75,volante,18
Gustavo Otávio,1984-10-14,1.71,volante,14
Lucas Carlos,1973-02-03,1.74,zagueiro,16
Victor André,1989-03-18,1.74,volante,16
Victor Rafael,1993-11-22,2.01,meio-campista,12
Otávio Marcelo,1958-03-28,1.8,lateral-esquerdo,4
Bruno Felipe,1959-09-09,1.93,volante,10
Thiago Victor,1989-02-03,1.79,lateral-direito,7
Bruno Igor,2000-09-26,2.01,zagueiro,14
Marcelo Marcelo,2020-04-17,1.77,lateral-esquerdo,6
Nathan Lucas,1996-04-23,1.7,lateral-direito,3
Victor André,1960-02-22,1.71,lateral-esquerdo,19
André Thiago,1962-08-12,1.9,lateral-direito,13
Marcelo Igor,1977-08-20,1.59,goleiro,10
Willian Felipe,1982-01-03,1.81,zagueiro,5
Diego Eduardo,1952-05-07,1.75,goleiro,8
Paulo Eduardo,1977-04-21,2.1,atacante,12
Eduardo Nathan,1987-09-05,1.77,lateral-direito,5
Henrique Henrique,1987-12-13,1.54,goleiro,13
Carlos Henrique,2010-12-07,1.57,volante,17
Rafael Marcelo,2002-08-10,2.05,lateral-direito,4
Igor Gustavo,1983-12-27,1.98,zagueiro,13
Gustavo Carlos,2004-09-09,1.55,lateral-esquerdo,6
Otávio Thiago,1966-03-21,2.0,zagueiro,7
Eduardo Lucas,2005-05-04,1.65,atacante,10
Marcelo Henrique,1974-08-28,1.75,goleiro,4
Rafael Diego,1976-10-08,1.59,goleiro,19
Willian Marcelo,1958-03-15,1.79,meio-campista,7
Nathan Paulo,2008-04-19,1.74,atacante,17
André Victor,2006-12-03,1.8,atacante,5
Carlos Willian,1998-01-04,1.51,lateral-direito,11
Diego Otávio,2016-12-19,1.91,meio-campista,9
Paulo Felipe,2001-06-02,1.52,goleiro,12
Henrique Diego,1989-05-09,1.76,goleiro,16
Victor João,1967-02-12,1.59,lateral-direito,2
Gustavo Igor,2012-04-11,1.87,lateral-direito,12
André Eduardo,1991-07-11,1.96,meio-campista,18
Henrique Willian,1979-05-19,2.03,volante,3
André João,1981-05-22,1.75,lateral-esquerdo,10
Bruno Victor,2012-08-08,1.61,goleiro,11
Victor Eduardo,2020-12-23,2.07,lateral-esquerdo,8
Otávio Willian,1975-05-03,1.87,zagueiro,5
Diego Marcelo,1964-10-03,1.87,atacante,3
Diego Otávio,1987-05-27,2.04,meio-campista,8
Marcelo Lucas,1994-11-03,1.93,lateral-esquerdo,19
Nathan Felipe,2020-09-09,1.54,goleiro,8
Willian Diego,2011-11-14,2.09,lateral-esquerdo,14
Willian Lucas,1952-04-09,1.9,goleiro,5
Nathan Rafael,2010-03-13,1.5,meio-campista,17
Lucas João,1958-08-11,1.77,goleiro,18
Diego Felipe,2002-11-14,1.76,lateral-esquerdo,13
Thiago Willian,1981-06-25,1.69,volante,6
Gustavo André,2010-04-23,1.99,goleiro,14
Willian Willian,1998-12-20,1.78,zagueiro,19
João Willian,1990-12-18,1.98,zagueiro,3
João Paulo,1970-01-04,2.1,volante,11
Henrique Thiago,2012-02-21,2.07,meio-campista,13
Igor Rafael,2003-08-27,1.76,zagueiro,4
Nathan Bruno,1998-09-22,2.08,lateral-esquerdo,11
André Nathan,1969-12-12,1.73,lateral-direito,13
Otávio João,1973-07-17,1.92,volante,1
Nathan Nathan,1976-12-19,1.8,volante,2
André Igor,1967-04-18,1.77,goleiro,5
Felipe Willian,1952-07-02,1.74,volante,19
Willian Henrique,1981-01-02,2.1,lateral-esquerdo,3
Willian Diego,2008-10-04,2.1,atacante,8
Nathan Lucas,1976-12-22,1.67,lateral-esquerdo,9
Willian Marcelo,1965-05-07,1.55,volante,13
João Samuel,1952-07-19,1.59,lateral-esquerdo,1
Igor João,1985-07-04,1.73,zagueiro,6
Samuel Henrique,1956-06-02,1.85,lateral-esquerdo,7
João Samuel,1970-08-01,1.96,atacante,1
Samuel Nathan,2002-04-01,1.98,zagueiro,16
Eduardo João,1972-04-14,1.54,zagueiro,13
André Igor,1963-08-23,2.04,meio-campista,7
Nathan André,2020-08-28,1.79,zagueiro,17
Paulo João,1985-08-23,1.82,goleiro,2
Samuel João,2018-02-03,2.06,lateral-direito,15
Paulo André,1977-09-07,1.81,meio-campista,11
Nathan Paulo,1985-10-07,1.83,goleiro,11
Carlos Lucas,1973-02-03,1.93,goleiro,14
Samuel Victor,2009-01-22,2.03,volante,20
Gustavo Thiago,1977-06-10,1.89,volante,1
Eduardo Samuel,1989-07-15,2.03,lateral-esquerdo,20
Victor Rafael,2003-09-17,2.0,lateral-esquerdo,9
Nathan Victor,1983-05-26,1.64,lateral-esquerdo,12
André Felipe,1968-06-19,1.94,volante,6
Diego Willian,1955-02-15,1.69,atacante,13
Samuel João,1997-12-02,1.73,volante,19
Otávio André,1982-09-02,1.81,volante,6
Diego Otávio,2013-09-26,1.75,zagueiro,8
Eduardo Nathan,1994-01-20,1.62,lateral-direito,16
Nathan Diego,2008-01-13,1.66,goleiro,11
Carlos Lucas,1977-02-08,1.54,lateral-direito,2
João Thiago,1984-05-12,1.57,meio-campista,16
Carlos Victor,1979-03-24,2.03,goleiro,2
Gustavo Samuel,1976-08-09,1.99,atacante,9
Henrique Gustavo,1974-02-21,1.78,atacante,9
Bruno João,1954-03-14,2.07,goleiro,19
Igor Otávio,1965-06-05,2.09,goleiro,10
Nathan Gustavo,2014-04-10,1.8,meio-campista,18
Henrique Igor,1958-07-17,1.92,lateral-direito,7
Eduardo Victor,2004-07-06,1.72,zagueiro,20
Felipe Eduardo,2019-09-13,1.76,volante,7
Otávio Lucas,1999-10-22,1.71,atacante,4
Gustavo Lucas,2020-02-01,1.71,atacante,6
Igor Samuel,1976-08-17,2.04,volante,5
Otávio Paulo,2004-02-26,1.91,lateral-esquerdo,3
João Gustavo,1973-12-19,1.83,lateral-direito,14
Eduardo Rafael,1977-05-28,1.76,lateral-esquerdo,13
Henrique Diego,1956-04-21,1.71,lateral-direito,10
Igor João,1989-09-11,1.9,lateral-direito,5
Eduardo Marcelo,2020-11-21,1.76,lateral-esquerdo,18
Victor Marcelo,1958-06-05,1.78,volante,3
Willian Lucas,1957-09-04,1.9,volante,8
Otávio João,1987-07-23,1.56,goleiro,4
Eduardo Victor,2019-05-01,1.81,atacante,16
Bruno Marcelo,2010-12-14,2.1,volante,8
Eduardo Rafael,1964-07-13,1.74,atacante,17
André Otávio,1960-08-15,1.83,meio-campista,20
André Victor,1970-05-26,1.58,lateral-direito,20
João Victor,1965-08-17,1.83,atacante,4
Lucas Carlos,1978-03-28,1.5,meio-campista,10
Eduardo Felipe,1957-07-12,2.0,atacante,4
Samuel Bruno,1963-11-27,2.02,lateral-esquerdo,10
Carlos Victor,2008-02-26,2.05,meio-campista,19
Felipe Paulo,1979-07-26,1.74,volante,20
Paulo Victor,1997-05-12,1.5,lateral-direito,1
Henrique Thiago,2009-04-13,1.93,goleiro,6
Thiago Diego,1981-04-25,1.87,goleiro,11
Bruno Igor,1998-06-02,1.61,goleiro,20
Victor Bruno,1971-10-14,1.94,lateral-direito,16
André Diego,1957-12-10,1.62,lateral-esquerdo,4
Rafael Gustavo,1987-09-24,1.69,goleiro,14
Nathan Bruno,1950-05-05,1.71,volante,19
João Eduardo,2001-06-08,1.56,atacante,14
Igor Paulo,1969-06-08,1.64,zagueiro,16
Victor João,1988-11-23,1.91,lateral-esquerdo,9
Willian Lucas,1952-11-23,1.55,volante,18
Marcelo Henrique,2003-11-28,1.63,meio-campista,12
Willian Thiago,2004-04-15,1.5,lateral-esquerdo,12
Bruno Otávio,2012-09-26,1.69,meio-campista,2
Henrique Felipe,1973-07-22,1.78,volante,17
Henrique Igor,1966-03-09,1.99,atacante,12
Otávio Diego,1975-08-24,1.67,lateral-esquerdo,15
Henrique Diego,1983-01-20,1.53,lateral-direito,1
Rafael Bruno,1959-01-04,1.62,goleiro,15
Marcelo Otávio,1958-11-04,1.75,lateral-esquerdo,19
João João,1982-10-27,1.62,meio-campista,17
Nathan Nathan,1983-11-25,1.7,lateral-direito,8
Lucas Thiago,1959-01-08,1.94,meio-campista,7
Lucas Eduardo,1987-02-04,1.61,goleiro,16
Bruno Marcelo,2008-10-19,1.71,lateral-direito,16
Paulo Lucas,1962-06-15,1.96,goleiro,12
João Igor,1995-09-10,1.89,goleiro,6
Henrique André,1977-10-04,1.99,goleiro,16
Felipe Eduardo,1982-05-20,1.54,lateral-direito,10
Gustavo Eduardo,1962-11-04,1.68,zagueiro,11
Willian Marcelo,1998-05-07,2.01,volante,11
Paulo João,1998-10-28,1.81,goleiro,2
Felipe Eduardo,1974-03-19,2.08,meio-campista,14
Lucas Carlos,1975-12-07,1.69,volante,2
Igor Rafael,1984-03-26,1.67,volante,6
Diego Rafael,1980-02-28,1.52,goleiro,20
Diego Willian,1976-12-03,2.02,meio-campista,7
Lucas Bruno,1970-03-26,1.74,meio-campista,10
